hazard_type,return_period,scenario,horizon,water_level_m,scaling_factor,scaling_method,source_note,coastal_delta_m,coastal_delta_conversion,coastal_source_url
fluvial,5,SSP5-8.5,2020,1.8584,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,10,SSP5-8.5,2020,2.4798,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,25,SSP5-8.5,2020,3.3961,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,50,SSP5-8.5,2020,4.185,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,100,SSP5-8.5,2020,5.0739,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,200,SSP5-8.5,2020,6.0783,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,500,SSP5-8.5,2020,7.6119,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
fluvial,1000,SSP5-8.5,2020,8.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,2,SSP5-8.5,2020,0.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,5,SSP5-8.5,2020,0.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,10,SSP5-8.5,2020,0.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,25,SSP5-8.5,2020,0.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,50,SSP5-8.5,2020,0.0,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,100,SSP5-8.5,2020,0.0111504801415154,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,200,SSP5-8.5,2020,0.0279154786896531,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,500,SSP5-8.5,2020,0.056127935962607,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
pluvial,1000,SSP5-8.5,2020,0.0832437491118303,1.0,"GEV-CC(delta_T=0.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=0.0C; cc_rate=0.07/C.,0.0,IPCC AR6 Zarr tide-gauge workflow; nearest location; p50; baseline=2020,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp585/total-workflow.zarr
